l1,l2,l3,l4,l5,l6,l7,acc
8,6,6,6,5,4,6,70.52000000000001
6,3,5,5,3,6,4,10.440000000000005
8,5,5,6,5,4,3,9.940000000000005
4,5,3,6,8,5,8,28.000000000000004
5,6,6,3,5,3,8,10.040000000000004
6,8,8,4,8,3,8,9.940000000000005
8,8,6,4,6,6,6,69.56
8,6,3,8,6,4,4,9.660000000000002
5,6,4,5,8,8,8,74.98
3,8,5,8,4,5,5,30.820000000000004
4,8,6,6,3,5,6,9.68
8,5,6,4,4,5,8,37.739999999999995
4,4,8,3,3,6,8,10.7
8,3,4,8,8,8,8,40.14
8,4,6,6,5,5,4,48.24
6,6,5,4,3,8,4,10.38
6,5,8,4,5,6,6,67.42
6,6,8,5,6,6,5,84.94
5,4,3,4,8,6,3,9.879999999999999
3,5,4,5,4,8,4,10.060000000000002
5,4,6,6,8,6,8,82.80000000000001
4,5,5,3,8,3,3,9.360000000000001
5,3,5,8,6,4,3,9.919999999999995
6,4,6,4,6,6,6,58.519999999999996
6,4,3,3,8,6,6,9.399999999999997
4,5,6,6,6,5,8,86.1
3,6,6,4,8,6,4,9.619999999999996
5,5,3,8,5,3,6,9.499999999999996
5,5,3,4,3,4,8,10.799999999999999
4,3,5,4,6,4,3,10.18
6,3,6,5,3,3,5,9.079999999999998
6,3,8,6,6,6,5,39.900000000000006
3,3,8,5,3,3,8,9.940000000000005
4,5,3,4,8,3,6,10.619999999999996
4,5,6,8,6,5,5,85.8
4,3,4,5,8,5,8,25.880000000000003
6,6,5,8,4,4,4,9.960000000000003
8,4,4,8,4,8,4,9.379999999999999
8,8,5,4,4,4,4,10.240000000000006
3,6,6,5,6,5,6,61.86000000000001
5,8,3,3,4,6,5,9.360000000000001
4,4,6,5,6,8,8,75.6
4,6,4,4,6,4,8,13.019999999999998
4,6,3,3,5,6,3,10.340000000000005
6,5,6,8,8,5,8,90.64
3,6,5,3,8,8,6,9.560000000000002
8,4,5,4,6,4,5,9.999999999999998
5,5,4,4,3,6,3,10.440000000000005
4,4,6,6,5,6,4,46.46
4,3,4,3,5,3,6,9.940000000000005
6,6,5,6,6,4,5,69.44
4,3,3,6,6,8,3,9.999999999999998
3,4,6,3,5,6,6,9.740000000000004
8,6,6,3,6,5,6,13.62
4,8,6,4,4,6,8,37.0
5,8,5,5,8,5,6,83.86
5,3,5,8,5,8,3,9.760000000000002
6,3,4,8,3,4,5,10.560000000000002
5,5,4,8,4,5,4,10.599999999999998
4,8,6,8,5,4,8,68.02
6,8,3,3,5,3,3,10.299999999999997
6,4,5,5,4,6,3,10.08
5,6,3,5,6,5,8,28.059999999999995
5,8,4,4,6,3,8,9.599999999999998
6,8,8,5,6,6,4,71.28
8,4,8,4,6,8,5,56.08
3,8,5,4,4,6,6,10.219999999999995
3,6,3,6,5,4,6,9.799999999999997
5,5,3,3,8,6,4,9.68
3,8,4,3,6,8,5,9.640000000000004
3,5,5,5,4,6,3,10.160000000000002
8,5,5,3,6,5,6,14.180000000000003
5,6,4,3,3,4,5,9.78
6,6,4,4,4,8,6,28.879999999999995
4,3,6,6,4,5,5,9.360000000000001
3,5,6,3,5,8,3,10.540000000000004
4,5,8,4,3,4,3,10.099999999999998
5,4,6,4,3,6,4,9.68
6,8,5,5,3,4,3,10.040000000000004
5,3,4,8,8,6,4,10.319999999999997
6,4,3,6,4,8,4,9.879999999999999
5,8,4,5,3,8,5,10.08
8,6,5,6,4,8,4,29.94
3,3,8,3,3,5,6,9.319999999999995
6,5,3,8,5,6,8,39.839999999999996
6,3,3,5,6,4,6,9.999999999999998
3,6,8,4,3,5,5,9.840000000000003
4,6,4,8,8,6,4,48.260000000000005
4,4,3,8,3,6,8,9.640000000000004
6,4,4,3,5,5,8,10.040000000000004
8,8,5,4,4,3,5,9.799999999999997
3,8,6,4,5,5,8,31.14
5,6,4,8,4,3,5,10.18
6,6,4,5,3,4,3,10.299999999999997
8,3,4,8,8,4,4,9.319999999999995
5,4,6,4,5,5,4,10.240000000000006
6,8,6,3,3,6,3,9.999999999999998
3,4,8,8,8,3,4,10.160000000000002
3,6,3,6,6,5,5,9.879999999999999
3,4,5,8,6,5,8,54.559999999999995
8,6,4,4,6,3,5,10.599999999999998
4,4,8,6,5,4,8,49.08
5,5,8,8,6,3,5,9.140000000000004
6,3,8,4,4,6,6,10.360000000000003
6,5,4,5,8,4,4,10.340000000000005
5,8,4,8,3,8,8,9.860000000000003
8,6,8,5,8,8,5,86.86
5,3,6,6,3,3,3,9.860000000000003
6,3,6,8,6,4,6,10.88
8,5,8,4,5,6,3,10.58
4,3,4,5,3,6,5,9.699999999999998
8,8,5,8,8,3,8,10.060000000000002
8,4,6,8,6,5,8,81.46
4,3,3,8,6,5,8,9.340000000000003
8,8,8,3,6,8,3,9.499999999999996
3,5,8,8,8,4,8,32.84
6,5,5,3,5,8,3,10.360000000000003
5,4,6,8,8,6,5,82.74000000000001
3,8,6,3,5,4,5,10.780000000000001
8,5,8,6,5,3,3,9.819999999999995
8,6,4,4,5,5,8,56.14
6,5,5,4,4,8,8,42.72
6,4,4,3,8,8,6,10.740000000000006
8,6,5,5,6,5,3,10.68
3,4,3,6,6,6,5,9.419999999999995
6,8,4,6,8,6,4,54.84
4,3,3,5,8,6,6,9.58
3,6,6,8,8,6,5,68.17999999999999
5,5,3,4,6,6,4,9.219999999999995
3,6,3,5,3,3,3,10.199999999999998
8,3,6,4,3,3,5,9.599999999999998
4,8,3,8,8,5,8,23.340000000000003
4,5,5,5,4,6,5,61.53999999999999
4,4,3,3,3,3,4,10.019999999999996
8,3,5,6,3,6,5,9.68
3,4,6,3,8,5,3,9.719999999999995
5,5,5,8,8,4,4,35.62
6,8,5,5,6,6,8,85.56
8,6,5,6,3,4,3,10.219999999999995
3,6,6,5,3,6,6,10.019999999999996
3,8,6,8,4,4,3,9.999999999999998
3,4,6,8,5,4,3,10.260000000000002
5,8,6,3,6,3,4,10.599999999999998
3,3,4,8,3,8,3,9.640000000000004
8,3,6,6,3,3,3,10.38
8,8,5,6,8,8,3,9.740000000000004
5,5,5,5,6,8,4,68.96
4,3,5,3,4,3,5,10.280000000000001
6,8,4,4,5,6,4,11.960000000000004
3,6,4,4,5,3,3,9.719999999999995
3,4,5,8,3,6,5,9.519999999999996
3,8,4,4,5,6,4,10.440000000000005
3,8,4,8,4,6,5,22.819999999999997
5,3,6,4,3,8,5,10.299999999999997
3,4,8,8,3,3,4,9.379999999999999
5,3,3,8,4,8,6,10.119999999999996
6,3,5,8,8,4,3,9.940000000000005
4,3,4,3,5,5,3,9.46
5,4,6,6,8,6,3,9.199999999999998
6,6,6,5,3,4,3,10.299999999999997
8,6,6,4,3,6,8,10.319999999999997
5,8,4,3,6,6,8,9.999999999999998
8,3,6,5,5,4,4,10.640000000000004
6,3,3,4,3,4,3,9.619999999999996
5,3,8,8,6,5,4,9.660000000000002
5,5,3,3,4,5,8,9.399999999999997
5,3,4,3,6,4,6,9.419999999999995
6,4,6,6,8,6,3,9.98
5,8,5,4,5,4,4,9.960000000000003
4,3,5,4,4,6,5,10.360000000000003
6,5,3,3,3,6,8,9.040000000000003
4,4,4,8,3,5,5,9.819999999999995
3,4,3,6,8,8,6,10.060000000000002
4,8,5,6,4,5,3,9.660000000000002
3,4,5,8,8,6,6,58.379999999999995
6,6,4,6,8,8,6,78.3
3,5,8,6,3,3,5,10.38
4,4,5,6,8,5,4,48.160000000000004
6,4,6,3,3,4,4,9.78
5,6,5,3,6,6,4,10.08
3,8,4,3,3,3,6,9.899999999999999
8,8,6,6,6,4,3,9.98
4,4,4,5,5,3,6,9.58
4,8,5,8,3,3,5,10.540000000000004
4,8,8,4,5,6,5,63.92
6,6,6,4,5,8,3,10.460000000000003
4,8,5,8,3,3,6,10.819999999999997
8,3,3,8,4,6,4,9.799999999999997
6,3,3,8,4,3,5,9.619999999999996
8,6,8,4,5,5,6,66.12
8,6,5,5,3,3,4,9.719999999999995
5,3,6,8,8,6,5,40.400000000000006
5,3,5,8,6,4,6,9.840000000000003
8,6,4,6,4,8,6,57.36
8,6,3,5,5,8,4,10.099999999999998
3,4,3,5,8,5,6,9.379999999999999
4,8,6,4,6,6,3,10.88
8,6,4,4,5,3,3,9.660000000000002
8,8,8,8,6,6,3,9.519999999999996
5,5,5,8,5,4,5,65.14
8,5,4,3,6,3,6,10.08
4,4,4,4,3,3,5,9.660000000000002
3,6,5,3,8,8,5,10.499999999999998
6,3,3,8,3,6,5,10.240000000000006
3,8,4,3,6,6,6,9.660000000000002
4,3,6,5,5,8,6,35.660000000000004
8,3,8,5,5,4,8,10.360000000000003
5,8,4,3,5,8,4,10.560000000000002
6,5,6,6,5,5,8,84.38
3,3,5,8,8,5,8,18.679999999999996
8,4,3,4,4,6,5,9.78
5,6,8,6,8,5,5,89.5
8,4,8,8,6,4,4,9.399999999999997
5,3,4,8,4,5,5,9.68
6,8,4,4,5,4,4,10.040000000000004
8,4,4,6,3,8,3,9.919999999999995
4,8,8,6,8,8,3,10.199999999999998
8,3,3,5,8,4,5,9.760000000000002
4,5,4,6,5,5,8,68.94
8,3,3,3,3,4,8,9.599999999999998
4,3,3,3,5,5,5,9.699999999999998
6,8,5,5,4,4,5,26.160000000000004
4,6,3,4,3,8,6,9.78
4,8,3,6,8,5,3,9.98
6,6,5,5,4,3,6,10.240000000000006
6,8,4,5,5,6,6,73.28
8,4,5,5,6,6,6,78.42
3,3,6,4,3,4,6,9.999999999999998
5,3,8,5,8,5,8,39.38
5,4,3,3,6,3,8,9.840000000000003
3,6,6,6,8,3,6,9.799999999999997
8,8,5,4,5,3,5,9.740000000000004
4,6,3,3,8,8,3,9.819999999999995
5,8,8,4,5,6,4,30.12
8,3,5,4,5,4,6,10.119999999999996
4,3,3,4,4,8,5,10.019999999999996
6,6,3,3,6,3,6,9.940000000000005
8,3,6,6,4,5,8,9.919999999999995
5,3,4,3,8,5,8,9.999999999999998
8,4,8,5,4,6,6,57.04
8,8,8,6,8,3,3,9.499999999999996
3,4,8,5,8,6,8,57.08
3,4,6,4,4,6,3,9.860000000000003
4,6,4,8,4,3,8,9.960000000000003
6,8,5,5,8,6,5,85.72
5,3,8,4,4,8,4,9.619999999999996
4,8,5,8,6,3,3,9.960000000000003
5,6,3,5,8,4,8,9.879999999999999
4,8,6,6,3,6,8,9.78
8,5,6,3,5,8,8,28.359999999999996
4,4,6,6,3,5,6,10.460000000000003
6,6,5,4,5,3,3,9.740000000000004
3,3,5,6,4,3,8,10.019999999999996
8,4,8,8,8,4,4,10.199999999999998
4,4,4,5,5,4,5,33.940000000000005
4,6,8,8,6,8,4,72.44
4,5,3,4,8,5,5,10.360000000000003
5,5,8,3,3,4,5,10.319999999999997
4,6,3,5,8,5,4,10.219999999999995
4,3,5,5,5,6,8,36.9
4,3,4,5,8,6,6,32.48
3,4,8,6,3,6,6,9.819999999999995
3,3,4,4,3,5,5,9.919999999999995
5,6,6,8,8,5,8,91.03999999999999
3,4,3,5,6,3,4,9.819999999999995
4,5,6,4,5,4,4,9.879999999999999
5,3,4,3,8,6,3,10.019999999999996
6,3,4,6,6,5,3,10.340000000000005
6,4,6,8,4,4,4,9.919999999999995
5,8,3,5,8,3,5,10.119999999999996
6,4,6,5,4,3,5,9.58
5,4,8,8,6,5,3,10.599999999999998
4,5,8,4,5,8,5,60.36
5,8,3,3,6,3,3,9.78
5,5,3,5,8,6,5,16.84
6,5,6,6,8,5,5,87.66000000000001
6,8,6,4,8,8,8,70.6
5,8,4,6,6,8,3,10.160000000000002
5,6,5,8,5,8,5,84.16
8,5,8,8,8,8,5,92.74
3,5,5,3,6,5,3,9.240000000000004
8,5,4,4,4,8,5,18.44
6,5,3,4,5,5,5,9.440000000000005
6,4,5,5,3,3,4,9.68
4,5,5,8,6,8,3,9.940000000000005
4,5,3,3,3,8,8,10.060000000000002
3,3,6,6,5,3,6,9.48
3,8,3,8,3,8,4,9.119999999999994
6,4,4,4,8,4,5,10.299999999999997
4,6,5,8,8,4,5,66.9
4,6,6,5,6,3,6,10.18
4,4,4,4,6,4,8,10.38
4,8,3,8,8,6,4,10.319999999999997
5,4,4,3,8,5,8,10.399999999999999
6,5,5,3,5,8,5,10.060000000000002
4,3,6,5,6,8,4,10.399999999999999
5,5,8,3,5,3,5,10.360000000000003
4,6,3,5,4,6,6,9.699999999999998
8,5,4,3,5,6,4,10.199999999999998
5,4,6,6,3,4,6,9.419999999999995
8,5,8,4,6,4,4,9.499999999999996
6,3,3,8,8,5,8,8.819999999999995
5,3,6,6,8,8,5,39.76
8,6,8,3,5,8,8,21.060000000000002
8,5,4,5,5,3,8,10.160000000000002
8,5,4,5,5,4,8,48.6
5,3,3,3,3,8,5,9.46
3,6,3,3,4,6,4,10.519999999999996
4,3,5,8,3,8,4,9.999999999999998
6,3,4,8,3,3,3,9.740000000000004
4,5,5,4,6,4,8,30.779999999999998
3,8,4,5,8,6,6,50.940000000000005
6,6,4,4,5,4,5,9.840000000000003
5,3,5,8,4,8,4,9.899999999999999
5,6,5,8,4,3,6,9.18
4,4,4,8,3,8,3,9.319999999999995
6,8,5,8,4,3,8,10.160000000000002
8,4,5,6,6,6,8,80.94
8,4,6,8,4,8,3,9.379999999999999
6,6,3,4,4,3,4,10.040000000000004
5,6,5,3,3,3,5,10.099999999999998
4,6,6,6,4,3,4,9.999999999999998
4,5,6,4,4,8,3,10.140000000000004
6,8,3,3,3,6,8,10.019999999999996
5,4,8,6,6,5,3,10.560000000000002
4,6,5,5,5,4,6,61.8
3,6,4,3,8,6,4,9.919999999999995
8,6,8,4,5,3,4,10.040000000000004
3,3,6,3,8,5,6,10.119999999999996
3,4,8,8,4,6,8,29.900000000000006
4,6,8,3,4,4,8,10.38
8,5,8,4,4,8,8,41.14
6,8,8,3,8,8,3,10.780000000000001
6,3,5,3,4,8,6,9.68
3,8,5,6,8,4,5,30.94
3,5,3,3,8,3,6,9.58
5,6,4,4,6,5,5,51.96000000000001
5,5,3,3,5,8,6,9.46
3,6,8,6,5,3,8,9.879999999999999
8,8,4,6,6,8,6,78.36
5,4,8,8,3,8,8,9.760000000000002
3,8,4,5,5,8,6,52.160000000000004
6,3,6,5,8,4,6,10.160000000000002
8,3,4,5,3,5,6,10.119999999999996
8,5,5,6,5,3,3,9.999999999999998
6,6,8,3,6,6,3,10.019999999999996
6,5,3,3,4,5,3,9.379999999999999
8,8,8,3,3,6,3,10.68
4,5,5,5,5,3,6,9.98
6,4,5,6,5,8,4,51.300000000000004
8,8,3,8,5,6,4,10.199999999999998
5,5,5,4,4,4,4,9.28
3,6,8,8,8,3,8,9.760000000000002
8,6,5,5,3,4,3,10.140000000000004
5,5,6,6,4,6,5,66.6
6,8,3,5,5,6,8,38.959999999999994
8,8,6,5,3,6,4,10.060000000000002
5,6,8,8,6,4,6,73.42
5,8,5,4,6,5,5,63.800000000000004
4,8,3,4,5,4,4,10.419999999999996
6,3,6,4,5,6,8,16.759999999999998
5,6,6,5,5,4,4,26.439999999999998
4,6,4,6,5,3,3,9.740000000000004
8,6,3,3,4,8,8,10.499999999999998
4,8,5,5,4,8,5,60.9
5,3,3,3,8,3,4,10.199999999999998
6,3,4,8,8,6,8,37.08
3,3,8,3,4,4,8,10.140000000000004
3,5,3,6,4,3,5,9.399999999999997
3,5,5,3,5,3,3,9.399999999999997
6,4,8,4,8,4,8,10.68
3,6,5,6,8,8,3,10.160000000000002
5,3,3,8,5,5,3,9.58
8,5,5,4,4,4,8,9.219999999999995
4,8,3,8,5,4,6,10.019999999999996
5,5,4,5,6,4,4,9.999999999999998
6,5,8,4,5,5,3,10.340000000000005
6,5,4,8,4,6,4,10.819999999999997
4,4,4,5,6,6,6,64.5
6,8,6,4,5,8,6,68.94
8,8,8,4,6,3,4,9.619999999999996
8,5,4,5,4,5,4,10.199999999999998
4,6,3,4,4,3,8,9.440000000000005
3,8,6,4,4,4,8,9.860000000000003
8,6,8,4,6,4,4,9.98
5,5,3,5,5,5,3,10.040000000000004
6,4,5,6,3,6,3,10.060000000000002
8,6,6,6,6,5,4,73.32000000000001
6,5,8,8,3,3,5,10.119999999999996
3,5,4,4,8,5,8,26.580000000000005
6,4,3,4,5,6,8,9.699999999999998
5,4,3,4,4,8,4,9.68
6,4,5,4,3,5,6,10.280000000000001
6,6,8,6,8,8,4,76.42
5,3,5,5,3,6,8,9.640000000000004
4,5,6,8,5,4,6,66.5
6,3,6,4,4,6,8,9.78
5,3,5,8,6,3,4,10.219999999999995
8,4,5,8,8,4,3,10.199999999999998
5,8,3,8,5,3,6,10.640000000000004
3,5,8,5,8,8,5,63.22
8,5,3,5,5,3,4,9.540000000000004
5,5,3,3,4,5,5,9.640000000000004
6,4,8,3,5,3,8,10.019999999999996
3,4,6,3,5,8,8,10.040000000000004
3,3,4,3,4,6,8,10.460000000000003
8,5,3,4,8,8,6,10.219999999999995
4,3,6,8,3,3,5,9.799999999999997
3,5,3,4,8,5,6,9.599999999999998
5,8,3,6,4,3,8,9.519999999999996
5,5,8,5,3,4,3,10.660000000000004
4,4,5,8,5,3,6,9.819999999999995
6,3,6,8,3,6,5,9.58
5,5,3,3,5,6,8,9.540000000000004
3,5,6,5,3,5,8,10.160000000000002
6,5,5,3,6,6,6,42.900000000000006
3,6,4,4,6,5,4,10.060000000000002
6,4,8,4,3,4,5,10.38
8,4,5,3,6,8,5,10.040000000000004
6,5,3,4,5,5,4,10.319999999999997
5,4,3,8,8,5,5,8.819999999999995
5,8,5,4,6,6,8,68.19999999999999
4,3,4,5,4,8,6,10.18
3,5,6,4,8,6,5,32.879999999999995
6,6,5,3,8,5,5,9.199999999999998
4,8,3,8,6,3,8,10.399999999999999
6,5,4,4,8,5,6,53.86
8,4,4,5,6,8,3,9.360000000000001
3,8,5,4,4,5,6,10.119999999999996
5,5,5,6,8,8,3,10.18
3,4,8,8,4,5,6,26.859999999999996
6,8,5,3,3,8,8,9.799999999999997
6,3,3,6,6,5,8,9.060000000000002
6,6,6,3,6,8,5,20.220000000000006
4,8,4,5,6,4,5,39.339999999999996
5,4,6,8,4,4,6,13.900000000000002
8,3,5,6,5,8,8,45.220000000000006
4,4,3,4,8,5,4,9.219999999999995
6,3,6,5,4,6,3,9.340000000000003
6,4,5,3,6,4,3,10.419999999999996
3,5,5,8,4,8,3,10.599999999999998
4,6,3,6,6,5,8,27.339999999999996
4,5,8,6,6,8,3,9.619999999999996
3,6,6,8,3,5,6,8.96
8,4,4,3,3,6,8,10.919999999999996
3,6,6,6,6,3,8,10.740000000000006
4,3,8,3,8,3,4,10.18
5,4,3,5,4,8,6,10.240000000000006
8,3,5,5,5,6,6,40.6
5,6,4,5,6,8,5,73.61999999999999
3,8,5,4,5,3,6,10.399999999999999
5,6,4,5,8,8,3,10.140000000000004
5,8,8,8,5,8,6,87.7
3,8,6,6,8,4,4,9.619999999999996
4,6,8,4,8,8,6,66.8
4,8,6,5,6,8,5,83.06
5,8,4,3,3,5,8,9.879999999999999
4,8,4,8,3,3,4,9.760000000000002
8,5,3,6,3,8,5,10.499999999999998
3,6,5,6,5,5,5,56.71999999999999
4,8,3,8,8,3,8,9.999999999999998
4,6,3,5,4,8,6,10.7
4,4,8,3,5,4,4,10.419999999999996
3,3,4,8,8,4,8,9.28
3,4,8,4,3,3,4,9.740000000000004
4,6,8,3,4,6,5,10.299999999999997
3,4,4,3,6,3,5,10.340000000000005
8,4,5,6,5,6,5,75.53999999999999
6,4,4,6,8,3,5,10.199999999999998
5,6,3,5,3,6,6,9.640000000000004
4,4,4,8,4,5,6,34.81999999999999
6,6,4,3,6,3,4,10.299999999999997
4,5,3,4,4,5,3,10.780000000000001
8,4,3,3,6,8,6,10.140000000000004
8,8,8,6,3,4,6,10.219999999999995
5,8,6,5,6,6,8,85.33999999999999
5,3,8,4,5,4,3,10.260000000000002
4,5,6,4,6,8,4,21.020000000000007
8,8,5,5,4,3,8,9.899999999999999
4,8,5,5,3,5,5,10.599999999999998
3,3,6,5,6,4,6,10.280000000000001
3,5,6,8,8,4,4,10.740000000000006
4,8,8,6,5,5,4,64.0
5,5,4,5,3,3,4,9.879999999999999
5,4,3,4,5,6,3,9.699999999999998
4,4,3,6,3,8,8,10.360000000000003
3,5,4,4,5,8,4,9.599999999999998
4,6,8,5,4,6,8,64.88000000000001
6,6,4,6,4,4,4,10.019999999999996
6,3,8,5,4,8,6,13.100000000000001
5,4,8,5,5,6,5,74.88
5,3,4,4,5,6,5,10.860000000000003
3,3,4,4,3,6,4,9.599999999999998
8,4,4,5,8,4,5,33.68
8,8,6,3,3,4,6,10.519999999999996
5,6,5,4,5,6,6,64.86000000000001
4,4,4,5,3,8,8,9.98
4,4,3,3,6,4,3,9.799999999999997
6,3,8,3,8,4,8,10.18
3,3,3,4,4,6,4,10.140000000000004
3,4,6,8,8,6,6,61.1
8,5,6,5,3,4,6,9.46
6,3,4,3,4,6,6,9.599999999999998
5,3,5,6,8,4,8,10.58
5,5,4,3,6,3,8,9.98
5,3,5,4,3,4,3,10.599999999999998
6,6,3,6,6,5,4,9.879999999999999
5,8,3,6,6,5,5,12.519999999999998
8,6,3,3,3,4,5,9.740000000000004
5,5,6,4,3,4,3,9.48
4,4,6,4,6,3,4,9.78
5,5,8,6,8,8,6,91.8
5,5,6,5,4,5,5,62.019999999999996
3,3,6,5,4,4,5,9.760000000000002
5,5,4,8,4,3,3,9.640000000000004
8,4,5,8,3,5,6,9.760000000000002
4,8,3,4,8,5,6,9.819999999999995
5,4,3,4,5,8,4,9.519999999999996
3,3,5,5,5,6,8,22.340000000000003
3,6,4,4,6,8,4,10.219999999999995
6,4,8,4,3,8,8,10.099999999999998
3,8,3,5,8,5,5,10.160000000000002
6,5,8,8,6,5,3,10.060000000000002
4,3,4,4,6,6,5,10.48
6,3,5,4,3,6,4,9.619999999999996
6,6,4,3,5,6,6,9.719999999999995
5,8,6,3,8,4,5,10.119999999999996
6,3,8,5,5,6,6,39.22
4,3,8,3,8,4,6,10.280000000000001
5,4,5,6,8,8,8,82.48
5,8,3,3,5,8,4,9.840000000000003
6,6,5,4,3,3,8,9.660000000000002
3,6,4,6,8,5,3,10.38
3,5,4,5,5,5,4,10.399999999999999
5,8,3,6,6,4,8,10.119999999999996
5,8,6,4,5,8,8,65.08
3,3,8,8,3,3,5,9.940000000000005
3,8,3,8,6,6,4,10.119999999999996
3,3,5,4,6,8,5,9.199999999999998
3,5,3,5,6,6,3,9.78
6,4,4,3,5,3,4,9.519999999999996
4,4,3,4,5,5,8,9.98
5,5,3,6,4,6,4,10.540000000000004
5,3,4,8,8,3,6,9.640000000000004
3,3,6,4,8,4,4,9.68
4,8,8,5,4,6,6,65.10000000000001
3,8,4,8,4,8,6,28.92
3,8,3,6,5,8,6,9.899999999999999
4,3,6,5,6,6,3,9.699999999999998
5,3,8,5,8,3,4,10.199999999999998
5,6,5,5,6,5,5,82.80000000000001
5,4,8,6,8,6,3,10.280000000000001
8,4,3,5,8,5,5,9.499999999999996
6,3,4,6,5,5,8,26.680000000000003
6,5,3,8,8,4,4,9.940000000000005
3,4,3,3,3,4,3,10.019999999999996
4,3,3,5,4,3,8,9.98
4,3,6,5,8,5,4,9.399999999999997
4,6,6,6,5,8,3,9.760000000000002
6,3,6,6,5,8,6,41.76
6,4,5,5,3,8,5,10.099999999999998
3,5,6,6,8,3,4,9.660000000000002
4,8,3,5,3,4,5,9.940000000000005
6,6,6,4,6,6,4,34.260000000000005
8,4,4,5,5,5,4,30.979999999999997
6,6,5,5,5,8,4,66.34
4,6,6,6,5,4,3,9.58
3,6,3,8,8,3,3,10.799999999999999
6,5,5,3,3,5,8,9.98
4,5,5,5,3,4,3,10.460000000000003
6,3,3,4,4,5,3,9.919999999999995
5,5,6,5,6,3,3,10.360000000000003
3,4,5,3,8,4,8,10.58
3,3,5,4,6,5,5,9.299999999999997
5,5,4,5,3,3,6,9.819999999999995
6,3,5,8,8,4,5,10.740000000000006
4,4,4,3,8,8,3,9.119999999999994
5,8,3,4,5,3,8,9.960000000000003
5,8,4,3,6,3,5,9.640000000000004
3,5,3,8,6,6,5,8.999999999999996
5,5,3,6,4,5,6,10.08
6,6,8,5,8,5,4,68.64
5,5,4,6,5,4,4,9.299999999999997
4,6,4,4,8,3,3,10.399999999999999
4,4,8,4,3,4,5,10.360000000000003
4,4,5,4,5,8,4,9.640000000000004
8,8,8,8,6,5,6,90.66
6,5,5,4,6,8,8,66.53999999999999
3,3,5,8,8,4,5,9.840000000000003
8,3,5,5,8,5,4,10.299999999999997
3,3,4,3,4,5,6,9.78
6,4,8,5,5,5,6,73.85999999999999
6,6,6,3,5,4,6,9.560000000000002
8,5,8,5,6,3,6,9.699999999999998
4,6,6,3,3,5,3,10.040000000000004
5,4,8,4,6,6,5,56.2
8,6,8,6,6,8,5,90.53999999999999
4,3,4,3,8,6,6,9.899999999999999
4,6,6,4,6,6,3,10.260000000000002
8,6,8,6,3,3,8,9.360000000000001
4,5,5,8,6,3,6,9.28
8,6,3,8,8,3,3,10.399999999999999
4,3,3,3,8,4,8,10.360000000000003
8,6,6,8,4,4,6,37.8
6,5,5,6,6,5,8,86.58
6,3,6,4,8,8,3,10.360000000000003
4,6,8,4,3,3,8,9.58
8,6,5,3,4,3,3,10.019999999999996
6,5,6,8,4,8,4,29.62
6,4,6,5,6,6,8,78.12
4,6,8,3,8,4,8,10.280000000000001
3,8,4,8,4,5,6,24.839999999999996
8,6,3,4,6,5,6,10.199999999999998
8,6,6,8,3,8,8,10.7
4,6,8,6,8,8,3,10.340000000000005
3,5,6,8,4,6,3,9.419999999999995
5,6,3,3,6,3,5,10.199999999999998
5,8,6,6,3,6,5,9.599999999999998
5,5,6,8,6,5,5,87.42
3,5,8,5,8,8,6,63.2
5,3,8,5,6,6,5,36.68
4,6,4,4,4,3,4,9.46
5,3,4,4,4,4,6,9.68
3,3,3,8,6,6,8,9.560000000000002
6,4,5,3,4,4,8,9.560000000000002
4,4,3,4,6,8,6,9.78
3,6,5,6,4,3,8,9.960000000000003
3,4,8,3,4,3,5,10.160000000000002
3,6,6,3,6,6,6,9.560000000000002
3,8,6,4,5,3,4,10.640000000000004
3,4,5,8,8,5,4,13.060000000000006
3,3,6,3,5,6,4,10.260000000000002
3,5,8,3,6,8,5,10.299999999999997
5,5,4,6,4,5,6,53.48
5,4,6,3,3,4,6,9.999999999999998
4,4,5,6,6,4,3,9.599999999999998
3,6,3,5,6,3,3,9.619999999999996
8,5,4,5,6,3,5,9.899999999999999
8,3,5,4,6,4,4,9.540000000000004
6,5,4,8,5,4,3,10.260000000000002
5,5,3,4,8,5,5,10.640000000000004
