layer1.0.conv1,layer1.0.conv2,layer1.1.conv1,layer1.1.conv2,layer1.2.conv1,layer1.2.conv2,layer2.0.conv1,layer2.0.conv2,layer2.0.downsample.0,layer2.1.conv1,layer2.1.conv2,layer2.2.conv1,layer2.2.conv2,layer3.0.conv1,layer3.0.conv2,layer3.0.downsample.0,layer3.1.conv1,layer3.1.conv2,layer3.2.conv1,layer3.2.conv2,acc
3,6,6,3,6,3,5,4,6,5,7,3,5,3,7,5,4,5,4,6,89.98
4,2,7,6,3,5,2,6,4,5,5,5,2,3,5,7,4,4,6,4,88.9
2,7,5,5,2,4,4,7,6,6,3,5,6,2,5,6,4,2,2,2,88.58
3,5,5,3,2,7,4,6,2,2,2,4,7,6,6,7,7,5,6,3,88.64
2,4,5,7,5,2,5,7,7,7,3,5,4,2,6,2,5,7,2,6,89.88000000000001
6,3,7,7,4,4,4,3,2,4,6,5,5,7,4,3,3,6,6,3,89.75999999999999
2,5,5,3,4,6,7,5,5,6,6,4,6,6,7,2,6,5,3,6,89.44
7,3,2,2,6,5,3,2,5,6,4,4,7,3,6,3,5,3,4,4,88.53999999999999
7,3,2,4,2,4,6,4,5,6,4,2,5,4,2,6,3,7,2,5,88.32
5,5,5,5,6,2,3,6,5,2,5,6,5,3,6,7,4,5,5,4,89.84
2,7,3,6,5,2,7,7,5,6,2,3,7,4,4,4,3,6,3,3,88.84
7,2,2,7,7,7,7,3,4,7,4,3,4,5,2,3,6,7,3,6,88.62
6,3,4,5,4,2,3,3,7,4,3,4,7,3,6,7,6,4,3,5,89.64
5,5,7,7,3,5,4,7,3,3,2,4,2,5,3,3,2,2,3,6,89.0
3,5,3,5,4,3,7,2,5,6,2,5,7,2,6,4,3,5,7,4,88.24
5,3,4,5,2,3,5,7,2,7,2,3,3,2,6,2,5,7,7,4,88.75999999999999
4,3,5,5,4,2,6,6,5,7,6,5,6,6,2,7,4,3,7,5,89.88000000000001
2,3,5,4,4,4,4,5,5,6,6,5,6,7,2,4,2,6,2,3,89.53999999999999
6,2,7,5,3,3,3,5,4,4,6,6,3,3,6,2,3,2,2,3,88.5
7,7,7,7,3,5,5,7,6,7,5,7,7,2,5,5,7,6,2,7,90.10000000000001
4,6,6,2,4,3,5,3,4,4,2,7,6,2,3,3,4,2,3,7,88.26
6,2,6,6,2,4,6,6,4,7,4,6,4,6,7,7,5,5,2,5,88.88000000000001
2,3,2,6,5,7,2,5,7,3,3,6,7,7,4,2,5,5,5,2,88.7
7,3,5,4,6,7,6,2,4,6,3,5,7,5,4,2,2,7,2,4,90.06
3,2,7,7,2,4,5,4,7,3,2,3,3,6,6,4,7,3,7,5,88.6
3,7,2,5,6,5,6,6,7,2,4,2,5,3,5,3,3,2,6,5,88.44
6,3,6,7,7,4,7,4,2,7,2,2,6,7,5,5,2,6,3,5,89.36
4,4,2,2,4,2,5,4,6,3,3,5,2,6,2,5,7,2,2,6,88.24
5,3,7,7,7,4,3,2,6,3,7,5,4,3,7,7,3,3,5,7,89.1
2,3,2,5,4,3,6,3,3,6,3,2,5,5,2,3,6,2,5,7,87.72
3,2,4,4,4,7,6,5,4,2,4,6,6,4,2,5,6,6,7,4,88.55999999999999
3,5,6,6,6,2,5,3,2,7,3,7,6,5,3,4,5,2,4,2,88.72
5,5,2,4,6,7,7,3,7,3,2,2,4,3,3,2,4,2,2,6,87.48
7,7,4,3,4,4,5,4,3,2,6,6,7,3,3,6,5,6,3,3,89.22
4,6,6,7,4,5,3,3,5,5,6,2,4,3,2,2,3,2,4,2,88.74
7,3,2,2,5,3,4,6,5,6,2,4,4,2,3,2,7,6,2,2,88.24
4,7,7,5,2,6,3,6,5,5,4,5,5,6,2,5,2,5,3,5,88.68
4,7,6,6,5,5,7,5,6,4,5,7,7,2,7,5,6,2,4,6,89.92
2,6,5,5,7,4,4,3,2,6,6,7,7,7,4,6,6,2,5,4,88.18
7,7,2,3,5,6,6,7,3,3,6,5,2,4,7,6,3,4,7,2,89.46000000000001
2,5,4,3,2,6,4,4,4,5,5,3,6,4,3,7,2,7,2,3,88.68
4,4,2,6,4,2,2,7,7,7,3,7,7,6,5,7,5,5,5,6,89.53999999999999
5,2,2,4,4,2,7,5,4,5,6,2,7,6,2,5,3,7,4,7,87.86
4,7,2,5,6,6,2,4,7,6,5,6,4,3,2,7,6,2,3,3,88.74
7,4,5,4,7,3,6,2,4,3,4,2,2,6,4,4,3,5,4,3,88.38000000000001
2,7,2,6,6,2,4,3,3,2,2,4,7,7,3,4,2,4,4,7,88.16
3,3,6,2,7,6,7,4,6,7,3,5,5,2,2,5,4,3,5,7,89.48
6,6,7,5,2,5,7,2,7,4,4,7,5,3,2,3,4,2,3,4,88.12
3,5,2,5,6,6,5,3,4,2,2,5,5,5,6,5,6,7,6,7,88.84
5,6,3,5,5,5,2,7,6,2,2,7,6,2,4,4,6,4,2,4,88.72
5,5,2,4,3,4,5,3,7,3,4,5,5,3,5,2,4,7,4,5,89.34
6,3,7,7,5,7,5,2,4,4,7,4,7,6,3,6,7,4,5,2,90.28
3,3,5,7,7,5,3,5,7,5,2,6,3,2,5,2,4,6,3,5,88.92
4,5,7,4,3,5,7,3,5,6,7,3,2,4,2,2,5,3,4,2,88.75999999999999
6,3,6,5,5,4,7,7,2,5,3,6,7,7,2,5,6,3,3,6,89.4
2,4,5,6,6,3,6,7,6,6,7,2,3,5,2,2,6,2,6,5,87.82
5,7,4,5,4,6,6,6,6,7,5,2,4,7,6,3,7,2,3,4,89.42
3,7,7,6,2,6,3,7,7,5,4,6,3,7,2,4,5,3,3,3,89.03999999999999
7,4,3,4,2,7,4,2,5,7,6,3,7,5,3,2,3,3,4,7,89.18
7,5,6,5,3,5,7,2,5,3,5,7,7,3,7,2,3,6,3,4,89.1
5,2,7,3,3,3,7,4,4,3,4,5,4,5,6,5,2,2,5,7,88.58
5,3,7,7,4,2,2,3,4,2,5,7,3,3,3,3,6,2,4,3,89.18
7,6,4,6,7,3,4,7,3,2,3,2,4,2,2,4,5,4,2,2,89.14
2,7,7,7,6,5,6,6,2,6,6,3,4,5,4,7,7,2,6,2,89.28
2,7,3,5,3,6,6,2,4,3,3,3,2,7,6,7,2,3,4,3,88.16
7,4,4,3,7,7,7,4,5,7,7,6,4,7,7,4,5,2,5,3,90.34
3,6,7,3,5,6,7,2,7,7,6,4,2,5,3,5,5,7,2,3,89.03999999999999
4,4,3,5,7,7,4,5,7,6,7,2,6,5,4,7,2,7,5,6,88.55999999999999
7,5,7,3,4,4,5,5,6,6,7,7,4,5,6,3,7,4,2,4,89.9
2,6,5,3,6,3,4,6,5,5,4,3,6,2,6,2,2,2,4,2,87.76
5,4,7,4,5,7,7,4,7,4,6,5,5,6,5,3,2,2,3,6,89.82
3,7,7,6,4,7,4,6,5,4,4,2,3,2,3,5,7,3,7,5,88.32
4,3,5,7,7,5,2,5,6,7,5,5,4,7,5,5,7,6,6,4,90.06
2,2,5,6,4,4,2,6,6,7,3,5,5,3,5,6,7,6,4,7,88.0
7,2,7,2,3,4,3,7,4,5,3,7,7,2,7,6,2,6,5,5,88.44
6,5,5,7,3,5,6,7,2,4,2,6,6,7,5,4,2,2,6,4,89.3
7,7,7,3,6,6,4,7,6,2,5,6,4,7,3,6,5,7,2,5,90.10000000000001
5,4,3,6,7,7,7,7,4,5,3,2,6,7,4,4,6,2,4,2,89.98
3,7,4,4,4,6,2,3,5,6,7,5,4,3,3,6,7,4,2,6,90.0
3,7,4,2,4,5,2,3,4,7,2,6,6,7,6,3,7,3,2,5,88.64
7,5,7,5,2,7,6,2,6,3,6,2,7,7,5,7,3,4,5,7,89.3
2,5,3,3,4,4,3,6,2,6,7,6,2,7,6,4,4,2,4,4,88.55999999999999
7,2,5,6,7,4,4,3,7,3,6,2,5,3,3,4,3,2,3,6,87.08
3,2,3,2,3,7,7,2,5,5,6,2,7,3,2,5,2,6,6,2,87.12
6,6,4,2,5,2,5,5,4,5,5,2,3,5,5,4,2,6,4,6,89.32
2,7,6,6,3,3,3,4,5,7,6,6,3,7,5,7,3,4,3,4,89.84
5,4,4,5,6,7,2,7,7,7,5,6,6,2,5,3,7,5,3,4,90.46
2,7,4,2,6,2,2,4,4,6,4,7,4,4,7,6,5,5,2,7,88.86
6,2,2,7,3,5,5,3,3,3,5,5,7,3,5,7,3,4,3,4,86.18
5,6,4,4,7,3,6,6,5,7,2,2,5,5,3,4,2,7,6,3,88.12
3,4,7,7,4,2,4,2,3,7,7,4,6,6,2,7,5,3,7,6,89.0
3,6,6,7,2,3,2,5,6,6,2,5,4,7,4,4,7,2,3,4,88.96
3,5,7,6,7,7,7,6,6,7,3,4,5,2,5,6,3,4,7,4,89.68
6,4,4,5,2,7,6,4,7,7,3,2,7,4,3,2,4,2,3,4,89.14
3,4,6,2,4,6,5,5,4,4,3,7,7,2,2,3,4,7,7,2,88.94
4,7,2,7,2,7,7,7,4,7,3,2,3,4,6,5,6,7,2,3,87.56
3,5,2,4,5,3,5,4,6,7,3,3,3,4,4,4,7,6,6,2,88.75999999999999
6,7,7,4,2,3,7,4,3,4,2,2,4,6,7,7,3,4,6,5,89.56
3,6,2,7,6,2,6,4,6,3,6,7,3,6,7,5,4,7,5,6,89.46000000000001
3,5,2,5,7,4,5,7,7,7,5,6,7,3,4,6,6,7,7,3,90.14
4,3,5,4,6,7,6,5,5,2,3,2,5,3,3,3,6,6,6,6,89.26
6,6,5,7,2,4,5,3,2,4,3,2,7,4,2,2,5,7,4,4,88.0
5,7,3,6,7,5,3,2,7,3,6,4,4,7,4,4,5,2,6,7,88.8
7,3,6,4,6,5,5,7,2,5,2,2,4,2,7,7,6,7,5,7,89.42
7,3,3,4,3,5,2,3,7,5,5,3,6,3,2,4,5,5,4,4,89.16
7,2,7,2,6,5,3,2,4,4,4,3,7,6,7,2,6,7,7,6,88.98
3,2,7,5,2,7,5,6,5,2,5,5,6,5,6,2,6,2,4,5,88.28
3,6,6,6,7,4,4,2,4,6,5,7,6,7,7,4,3,2,4,2,90.46
5,7,6,5,2,2,5,5,2,5,3,3,5,4,4,2,3,5,4,5,88.82
3,7,2,3,6,6,2,6,3,2,5,4,5,6,4,7,4,7,5,7,88.72
3,6,6,4,4,4,4,7,4,4,3,5,2,2,2,6,4,7,3,5,89.66
3,7,5,5,2,5,4,4,2,4,4,6,5,5,5,5,6,4,6,3,89.0
4,2,2,6,5,6,4,2,3,4,4,4,4,6,7,7,2,6,3,4,87.6
4,2,3,5,6,5,3,4,2,6,7,7,6,2,2,6,7,2,6,5,87.38
3,4,3,2,4,6,5,4,4,7,7,4,6,6,5,4,7,4,2,5,89.7
2,7,2,5,4,2,3,7,3,7,4,6,6,7,7,7,3,7,5,5,88.78
3,6,7,4,4,3,4,3,2,6,7,5,2,7,3,2,4,5,4,5,88.64
6,4,5,5,3,2,4,7,2,6,5,2,6,7,2,5,2,5,7,7,87.96000000000001
6,2,2,6,7,2,5,7,4,7,6,7,7,6,4,3,4,4,3,4,87.26
6,7,7,6,5,7,2,7,2,5,5,2,7,4,3,2,2,4,5,3,88.5
6,5,3,5,7,5,2,7,7,4,6,3,4,4,7,6,6,6,5,5,90.68
6,4,2,7,7,2,2,2,2,3,6,3,7,6,3,2,2,2,4,3,85.98
2,6,2,2,7,5,2,3,6,6,2,6,5,2,5,4,7,7,4,3,88.28
5,2,5,7,4,5,5,2,5,7,7,6,6,5,6,4,3,5,7,5,89.46000000000001
3,6,7,2,2,3,2,3,4,4,3,7,6,2,5,4,3,4,5,3,87.66000000000001
5,5,3,3,2,2,7,5,3,3,5,4,4,5,7,7,4,6,4,2,89.14
7,7,7,4,2,5,5,7,7,2,3,3,4,3,6,4,5,3,3,2,89.66
2,2,5,6,7,2,3,5,5,2,3,4,5,3,2,4,4,6,6,5,88.74
5,6,5,3,7,2,3,6,3,5,3,3,7,4,6,4,3,5,4,2,89.78
4,2,6,3,5,5,3,5,4,6,5,3,3,6,3,4,6,5,4,7,89.58
4,5,5,4,2,3,6,5,6,7,7,2,6,4,7,2,3,7,3,6,88.55999999999999
6,4,7,7,4,2,6,2,5,6,2,4,3,7,7,2,6,5,4,7,89.02
5,5,4,4,4,3,3,3,3,6,6,4,6,2,2,4,2,7,7,5,88.26
5,3,5,7,7,6,4,2,6,6,5,7,4,5,5,2,4,7,2,5,89.7
6,6,7,3,5,5,5,5,5,6,5,5,2,7,2,5,2,3,4,6,89.1
4,4,6,4,7,7,6,4,5,7,6,7,3,6,7,3,3,4,6,6,89.52
5,2,2,4,7,6,6,3,2,7,3,3,2,4,4,2,6,7,6,4,87.94
5,4,6,2,6,2,4,5,5,4,4,7,2,4,7,4,2,4,7,2,89.32
7,5,7,6,3,4,4,6,3,6,7,3,5,5,7,7,5,2,5,3,90.03999999999999
5,7,3,5,6,3,4,2,2,6,4,3,5,2,5,5,5,6,3,5,88.64
6,5,5,3,3,6,7,3,7,5,2,3,3,4,7,5,7,2,3,7,89.12
5,3,7,7,5,7,5,4,7,3,2,3,5,3,4,6,3,3,5,3,89.74
5,2,7,4,2,7,7,4,6,4,6,6,6,3,2,2,7,4,4,6,89.64
3,4,2,2,2,3,2,7,4,4,2,2,4,3,2,7,5,6,6,4,87.14
7,5,6,7,7,6,7,3,5,7,4,4,3,6,4,2,3,4,7,2,90.64
2,2,5,7,5,2,4,4,6,3,6,7,7,7,5,4,6,2,3,5,89.86
7,5,2,7,4,2,2,4,5,5,7,2,7,7,3,3,4,4,5,4,87.98
6,6,6,6,6,4,5,4,7,5,4,7,3,4,5,7,6,4,4,7,90.62
2,6,4,7,2,7,5,6,6,4,2,7,3,4,7,4,3,6,2,5,88.64
4,6,3,2,2,7,5,5,3,6,5,7,7,2,2,3,2,3,2,5,87.76
6,6,2,6,7,6,2,5,4,7,4,5,5,3,5,5,5,5,4,6,88.78
6,5,7,2,6,5,4,2,5,2,2,4,6,3,6,2,5,4,7,3,89.44
3,3,5,4,7,2,4,6,2,3,6,2,2,2,5,6,3,7,4,2,87.83999999999999
4,4,2,7,3,7,4,2,7,2,7,7,6,6,5,4,4,4,5,5,89.4
5,2,5,5,3,3,6,4,6,2,3,6,4,2,5,5,5,4,5,7,88.1
2,2,2,3,2,3,6,2,7,4,6,6,7,2,6,2,3,7,4,4,87.32
6,3,5,6,6,7,5,4,4,2,5,4,2,7,7,2,3,6,2,7,88.66000000000001
5,2,5,4,6,5,6,7,7,2,3,7,2,7,5,6,4,4,4,4,89.34
7,3,5,5,4,5,7,3,5,5,4,7,6,3,4,2,2,7,6,7,88.48
6,6,6,3,3,2,7,5,7,2,7,4,6,5,6,4,6,7,7,3,89.66
4,7,4,2,4,5,4,4,4,2,7,5,2,4,7,2,6,2,4,2,88.62
3,6,2,3,3,3,2,6,7,3,6,3,2,5,4,2,4,2,6,6,87.56
7,7,3,5,6,2,7,5,7,6,6,3,6,3,7,2,6,6,2,6,89.22
7,6,6,5,3,4,4,3,7,7,5,3,3,5,7,3,7,4,3,6,89.28
2,7,7,4,7,4,5,6,2,5,5,4,5,6,3,5,6,7,2,3,89.52
5,7,3,7,2,6,6,3,2,4,7,6,3,6,7,5,5,6,5,5,89.02
6,3,7,2,2,3,2,3,4,3,3,2,2,2,2,7,6,5,5,3,86.66
4,5,4,7,3,2,4,5,6,2,2,4,5,5,3,4,3,4,6,4,88.12
7,5,3,6,3,4,5,3,7,3,7,2,5,4,7,3,5,4,5,6,89.84
5,6,2,4,5,5,7,7,2,6,4,6,2,5,5,4,4,2,4,2,88.32
5,2,5,6,6,6,5,7,5,2,2,2,7,4,6,7,3,7,6,3,89.24
4,3,4,3,2,3,3,6,6,2,5,7,5,2,6,4,6,2,3,4,88.16
5,6,7,5,6,4,4,7,3,4,7,3,6,5,2,7,3,2,2,3,89.66
3,3,4,4,2,7,5,6,2,6,3,4,5,5,6,6,3,5,3,6,89.4
5,5,5,4,2,5,5,5,2,2,4,6,7,6,7,2,6,3,2,3,89.78
7,2,3,4,7,2,2,7,3,4,5,5,4,7,7,3,7,4,3,3,89.38000000000001
7,5,4,6,7,4,2,6,5,3,2,2,3,5,2,6,7,6,4,5,88.98
7,4,4,3,5,5,3,2,4,7,5,4,7,6,5,5,5,7,3,4,90.14
4,6,2,7,3,2,7,4,3,5,3,4,4,2,5,4,4,5,2,6,88.38000000000001
7,2,6,3,6,2,6,5,6,2,6,2,3,5,3,4,3,5,5,6,89.4
3,3,7,3,7,3,5,2,4,5,3,2,2,4,4,3,4,3,3,7,88.96
6,4,5,7,3,3,7,6,6,2,3,3,5,7,4,7,6,2,2,5,89.36
3,5,2,2,7,2,7,5,6,4,5,7,5,6,5,5,3,2,3,6,88.88000000000001
6,4,6,4,2,7,4,6,5,2,2,5,2,3,5,3,2,5,6,4,88.9
5,6,3,3,3,6,7,4,7,4,5,7,2,3,2,2,7,7,3,3,89.4
4,3,3,7,7,7,6,5,6,3,5,4,7,4,2,2,3,4,6,7,89.44
5,4,3,6,5,7,5,5,2,3,3,5,2,5,3,6,6,3,6,2,89.52
7,4,7,4,7,2,7,5,5,5,2,6,6,3,6,4,2,6,5,6,88.9
3,7,2,6,7,7,5,6,2,7,6,7,2,4,4,3,2,7,6,3,88.88000000000001
7,4,2,5,5,6,7,6,5,2,2,3,3,3,3,3,2,2,3,2,88.5
2,7,3,5,5,7,5,3,5,5,3,2,7,3,4,4,2,6,6,3,88.16
6,3,6,4,3,6,2,5,6,4,2,7,7,5,3,2,5,3,3,2,89.26
2,4,7,7,3,7,5,7,3,5,3,7,3,4,4,7,6,6,5,2,89.88000000000001
4,2,5,2,6,5,6,3,2,6,2,2,6,6,7,3,6,7,2,2,87.64
2,5,6,2,4,2,7,3,5,4,7,3,2,4,3,5,4,7,5,4,89.42
2,7,3,3,7,3,2,6,6,4,5,2,4,7,7,5,4,7,3,5,89.1
7,2,3,5,4,6,2,3,6,4,2,7,3,2,7,6,7,6,6,7,88.2
6,3,5,2,5,2,7,4,6,4,7,2,6,5,4,5,4,4,2,2,89.34
5,2,6,6,2,5,2,2,7,7,6,7,2,6,2,5,7,2,5,4,87.32
7,3,4,7,2,6,6,3,4,2,2,5,7,6,3,5,5,2,5,7,88.74
3,3,7,3,6,3,3,2,5,2,3,5,5,5,5,6,6,4,6,7,88.4
5,5,3,2,2,5,3,2,3,6,6,5,5,6,6,5,3,5,5,3,88.78
3,7,3,5,3,7,2,3,3,5,5,6,2,6,5,7,2,6,7,2,89.2
2,6,6,6,3,3,7,4,2,3,7,6,2,3,3,5,7,3,4,3,87.56
6,5,7,6,7,3,2,4,6,2,5,4,6,4,3,4,2,4,2,2,88.42
6,3,2,4,6,6,2,3,5,5,5,5,4,2,5,6,6,6,3,2,88.24
6,5,3,4,6,3,7,5,4,2,2,6,7,7,7,3,3,6,2,6,89.02
4,6,5,3,3,5,4,6,6,7,5,4,5,5,6,3,4,4,7,3,90.12
6,3,4,4,4,7,6,5,6,7,6,7,2,5,3,6,5,2,5,7,90.44
4,7,7,7,6,4,7,2,6,3,7,2,6,2,4,6,2,2,5,6,88.0
3,6,4,2,2,5,6,4,5,5,6,6,7,6,6,6,2,3,2,4,89.38000000000001
7,2,3,7,7,4,7,7,6,5,6,2,5,3,2,7,4,5,3,7,88.03999999999999
3,3,4,4,3,6,6,4,6,6,6,2,4,3,2,3,2,6,4,3,87.62
5,2,7,6,3,7,4,6,4,3,3,7,3,2,6,2,3,3,4,5,89.32
2,5,5,3,4,7,3,5,2,6,4,7,6,3,2,5,4,4,2,2,88.86
6,2,4,6,5,4,7,6,5,2,4,7,5,2,7,5,7,5,3,4,88.46000000000001
5,7,4,3,5,5,6,5,7,3,7,2,3,4,7,3,3,6,3,2,89.42
5,2,4,4,3,2,3,7,7,5,6,4,7,5,7,3,2,2,5,7,88.03999999999999
2,5,7,5,3,2,4,2,2,2,6,2,2,2,3,7,4,7,3,4,87.46000000000001
7,3,5,4,6,7,2,6,2,6,6,4,5,3,4,3,7,2,3,3,90.4
3,6,6,7,2,2,4,4,2,3,5,6,3,5,2,2,7,6,3,5,89.26
7,6,5,2,6,4,6,4,3,7,7,7,6,5,3,3,6,3,3,2,90.44
2,2,6,6,7,2,4,4,5,3,7,6,3,2,4,2,6,7,6,6,88.98
4,4,5,6,5,2,5,3,3,2,5,7,2,2,6,4,5,3,4,2,88.84
4,4,3,5,6,2,3,7,7,3,5,7,7,4,6,4,2,4,4,3,89.8
4,3,3,6,2,4,4,5,6,2,6,7,3,6,7,7,3,3,5,4,88.12
7,5,6,3,2,2,6,6,5,3,7,4,3,3,6,5,7,3,5,4,89.82
4,7,6,3,5,6,4,6,6,2,6,3,3,7,5,4,2,2,7,3,88.42
5,3,5,7,4,4,4,6,7,2,6,6,5,7,4,2,2,3,5,5,90.12
3,3,5,7,4,6,4,4,2,3,7,3,3,6,4,4,6,4,4,2,89.26
2,7,5,3,5,7,3,6,7,4,5,2,5,2,6,6,2,6,4,3,88.5
6,2,3,5,6,5,6,2,2,4,5,4,2,3,7,3,2,4,3,6,88.14
6,3,6,6,3,5,6,3,6,2,4,6,6,5,4,4,5,4,3,7,89.88000000000001
6,4,2,6,7,2,3,3,2,7,3,2,2,5,5,7,6,5,2,2,88.42
5,5,3,7,3,4,6,6,6,7,5,2,2,5,3,4,7,2,7,4,87.62
2,7,5,2,5,6,7,4,4,6,7,4,5,5,4,6,7,3,3,5,89.28
6,4,3,7,7,4,6,3,6,2,2,2,6,4,3,2,6,7,3,2,88.42
7,5,6,2,5,2,7,4,3,3,4,3,7,5,5,7,2,4,2,2,88.52
7,6,6,4,7,3,3,3,6,2,6,5,4,2,5,4,4,7,6,4,89.44
3,6,3,5,2,5,3,2,7,6,7,5,7,6,6,3,3,3,4,5,89.16
5,4,2,5,6,5,5,6,3,6,6,2,5,2,5,2,7,6,7,6,87.28
3,7,2,5,2,3,7,5,5,2,4,6,4,4,5,5,4,6,2,5,88.46000000000001
2,2,6,7,3,4,7,3,3,2,3,5,2,6,5,7,3,2,6,5,87.9
4,7,4,5,3,4,3,5,2,2,5,5,7,5,3,5,3,4,7,3,89.14
6,3,6,6,2,5,6,2,6,6,7,6,3,3,3,4,4,6,4,7,89.24
5,5,6,7,3,7,7,2,6,4,3,5,6,2,4,2,7,6,7,6,88.62
6,7,4,7,3,5,6,2,2,3,2,4,3,3,3,5,2,7,6,6,89.06
4,6,5,6,5,3,2,6,4,7,2,3,3,6,2,7,4,6,5,4,88.44
4,2,4,7,5,5,6,5,4,6,5,7,6,4,7,7,2,4,3,4,89.26
6,6,5,7,3,4,4,7,7,6,7,5,2,6,4,5,6,2,4,6,89.48
4,6,5,2,2,2,7,3,5,3,5,7,2,4,7,4,6,7,4,6,88.78
6,7,2,2,6,6,2,4,7,2,2,7,7,6,6,5,4,4,2,3,88.68
3,7,3,2,7,4,2,5,3,2,4,6,6,2,7,2,7,7,6,3,88.42
7,2,2,2,7,6,6,5,7,4,2,2,5,5,4,6,7,5,3,4,87.4
3,2,3,7,3,2,5,3,4,4,6,7,7,2,3,2,4,3,4,4,88.86
2,5,6,2,3,2,5,4,6,3,4,3,7,3,5,7,5,7,4,3,88.32
8,3,7,4,6,5,2,7,2,3,8,4,3,8,6,6,6,5,8,7,89.72
3,4,6,2,5,4,3,2,2,6,2,3,3,3,8,4,4,6,2,8,88.2
6,7,7,4,7,7,7,8,7,2,6,5,8,7,2,3,8,7,7,8,90.06
5,3,5,5,4,8,5,4,3,7,2,3,8,7,5,8,4,3,4,3,89.4
7,7,4,6,8,4,6,6,7,2,5,2,2,3,5,8,6,7,2,7,89.74
4,7,2,8,2,8,4,6,6,2,2,2,2,5,6,3,3,8,8,4,86.58
7,2,2,5,3,5,7,2,2,2,6,7,4,6,3,3,7,5,5,6,88.42
3,3,7,8,7,4,5,6,7,8,8,8,8,7,8,4,3,7,6,4,90.14
5,6,4,2,3,8,2,6,7,6,5,4,6,3,4,2,4,6,8,2,89.08
4,2,6,4,6,4,3,6,4,8,7,8,5,8,3,2,5,2,2,2,88.34
2,8,4,3,7,6,5,6,7,6,5,7,7,4,3,7,3,6,5,4,89.84
3,7,6,8,4,7,6,6,3,8,2,5,3,8,3,2,4,8,8,3,89.62
5,6,5,4,3,8,3,7,5,6,2,2,3,8,7,5,8,5,2,2,89.98
6,3,2,8,5,4,3,8,6,5,3,6,3,6,6,6,3,3,7,7,89.56
6,3,5,7,3,5,7,6,6,2,2,4,4,2,6,8,5,4,3,4,89.68
4,7,8,2,5,4,8,6,3,2,7,5,7,6,7,7,4,8,3,3,90.06
6,8,8,8,2,8,3,6,5,8,3,7,2,5,3,4,5,4,8,3,89.96
7,8,3,4,4,8,5,7,8,5,8,6,5,4,8,4,2,2,4,3,89.28
3,4,6,2,3,4,8,5,3,6,8,4,8,6,3,4,5,4,3,5,90.75999999999999
4,3,5,4,2,2,5,8,8,6,2,4,3,8,2,4,7,2,2,6,88.78
8,7,5,2,3,4,3,4,4,4,4,6,4,3,2,6,2,7,7,5,88.78
6,2,5,5,4,4,2,2,6,3,6,4,7,3,4,2,5,2,2,5,88.24
8,7,5,2,5,4,6,4,2,2,8,3,8,2,8,4,4,8,7,2,89.52
7,2,7,6,3,4,2,7,7,7,5,5,8,5,2,4,7,6,8,3,89.48
7,7,5,4,6,7,6,6,7,3,3,8,6,3,6,5,5,5,6,4,90.4
2,5,7,3,4,7,5,4,2,8,8,2,4,3,4,7,3,2,3,3,89.4
5,5,4,6,4,7,7,2,3,2,8,8,4,5,4,2,3,4,2,5,88.53999999999999
7,5,2,3,3,5,8,5,6,2,7,7,6,7,8,5,6,7,8,8,89.56
4,6,5,8,8,7,6,5,2,3,3,3,4,4,2,8,4,6,4,7,89.8
5,2,2,2,2,4,3,5,7,6,6,6,3,3,4,6,7,7,2,8,88.32
3,5,2,2,4,8,4,8,5,4,8,3,7,4,5,7,4,3,6,2,87.5
5,3,7,8,3,5,8,4,2,4,7,8,3,8,2,7,3,8,7,6,88.66000000000001
2,8,6,6,3,4,3,7,4,7,6,6,8,4,2,6,6,3,2,4,89.72
5,7,8,2,6,7,2,3,3,3,7,8,6,4,4,2,5,6,8,4,89.03999999999999
5,2,6,4,3,2,3,6,5,4,3,6,3,2,3,3,3,7,4,3,89.06
3,2,6,3,2,8,8,7,7,4,3,8,8,2,7,3,7,4,4,2,90.14
5,8,5,3,3,3,8,6,8,7,4,8,2,2,6,5,2,2,5,7,88.82
8,7,8,3,8,8,6,8,5,8,4,4,7,5,7,8,2,7,6,2,90.74
6,5,8,3,2,3,7,5,4,8,7,7,6,8,2,4,8,7,7,4,89.96
6,3,2,6,8,7,6,3,5,4,6,3,4,5,5,5,5,6,7,7,89.96
7,2,2,3,2,2,4,7,7,6,4,3,8,3,8,6,3,3,7,7,88.3
5,4,3,3,4,6,4,6,5,3,3,4,8,7,7,6,8,5,6,4,90.82000000000001
8,5,4,3,7,6,4,6,2,8,6,8,3,4,6,6,4,7,2,2,90.36
6,2,8,7,2,3,4,4,4,6,5,2,8,6,5,5,3,8,2,5,88.12
7,7,5,4,5,7,3,8,4,6,7,4,8,6,7,5,2,4,6,7,90.53999999999999
2,4,7,6,2,5,2,8,8,6,3,5,7,6,4,3,3,5,6,6,89.14
8,6,3,2,7,7,2,4,2,5,7,2,2,4,8,4,6,4,7,5,89.1
4,7,5,5,5,8,5,6,6,7,5,2,5,2,5,8,6,2,3,4,90.46
6,5,7,8,2,3,8,2,2,4,4,3,5,5,8,7,6,4,7,3,90.32
7,4,3,5,2,7,6,4,8,6,6,2,8,2,6,3,5,7,5,4,89.14
6,5,4,3,3,7,2,5,6,5,5,7,4,7,5,5,4,6,8,3,89.42
4,4,4,8,2,6,4,5,2,7,4,3,5,4,6,2,7,2,8,6,88.74
4,8,2,7,6,6,2,2,2,8,5,8,5,4,5,7,5,5,5,8,88.92
