layer1.0.conv1,layer1.0.conv2,layer1.1.conv1,layer1.1.conv2,layer1.2.conv1,layer1.2.conv2,layer2.0.conv1,layer2.0.conv2,layer2.0.downsample.0,layer2.1.conv1,layer2.1.conv2,layer2.2.conv1,layer2.2.conv2,layer3.0.conv1,layer3.0.conv2,layer3.0.downsample.0,layer3.1.conv1,layer3.1.conv2,layer3.2.conv1,layer3.2.conv2,acc
8,2,8,8,5,2,5,7,3,2,6,3,2,6,7,8,6,5,7,7,87.83999999999999
2,7,7,4,4,5,3,5,4,2,8,6,4,3,8,6,2,4,3,4,88.62
7,4,6,2,5,5,3,2,5,4,7,3,4,4,7,2,6,8,8,2,88.88000000000001
4,2,5,6,8,8,4,5,7,2,6,5,2,6,6,2,7,4,2,7,89.64
6,6,5,7,4,5,8,4,6,6,3,7,3,4,6,6,2,2,5,8,89.08
5,4,3,8,4,5,4,3,2,5,2,7,8,7,2,2,6,6,7,7,88.98
8,3,6,8,6,6,5,6,7,8,6,6,3,7,7,7,4,3,6,6,90.94
5,3,2,5,3,5,5,6,7,8,5,5,3,4,2,4,3,8,4,7,89.12
5,8,4,3,8,5,4,8,2,6,3,4,6,8,6,3,7,2,7,2,89.53999999999999
6,8,3,5,8,3,2,8,4,7,4,3,7,3,4,2,2,6,2,4,89.48
4,3,4,6,5,5,6,5,3,7,3,6,6,2,7,8,4,5,8,2,90.96
6,4,4,4,5,7,7,4,4,5,2,3,2,3,6,3,3,5,6,8,89.96
3,5,3,5,2,8,4,4,5,6,7,2,2,7,7,5,8,4,5,8,89.02
3,3,2,2,2,3,2,8,3,4,2,6,2,6,5,4,5,4,8,8,87.38
5,7,2,7,7,6,6,3,2,6,8,5,6,5,5,7,6,2,6,4,89.36
4,5,4,5,6,5,5,4,4,3,4,5,3,5,2,6,3,3,8,2,88.94
5,3,8,8,7,7,2,3,4,3,7,3,4,8,4,6,5,6,5,8,90.52
4,5,8,7,5,2,6,4,8,6,7,2,7,6,4,8,5,5,7,5,89.52
6,2,2,4,7,4,5,2,8,5,2,3,4,7,7,6,6,4,6,5,87.9
8,2,6,2,6,6,7,6,5,7,5,3,6,3,7,2,4,5,5,6,89.78
7,4,6,5,3,2,6,8,4,7,4,7,7,5,2,2,7,5,8,4,89.14
7,7,8,4,5,7,2,3,4,6,8,3,3,3,6,8,3,5,4,2,90.52
5,8,8,5,4,3,7,2,5,2,3,8,2,2,4,8,2,2,4,6,88.6
7,6,8,4,6,4,6,2,8,6,7,2,3,3,3,2,5,7,3,3,89.16
6,3,3,3,3,2,8,2,5,7,3,7,8,5,3,6,6,3,2,4,89.68
8,2,3,2,6,6,4,6,3,8,7,5,6,2,4,2,2,2,2,8,87.64
3,5,5,5,2,5,2,6,8,8,6,6,7,2,6,3,8,5,7,7,89.36
4,7,2,5,2,5,6,6,8,8,7,7,3,6,5,2,8,3,4,8,89.38000000000001
6,6,2,2,3,2,5,4,6,3,7,5,6,6,3,4,7,4,4,8,89.28
5,6,8,7,3,3,2,6,4,3,5,5,8,8,4,3,3,5,3,3,90.46
5,2,7,2,4,5,7,4,7,8,4,6,6,6,5,8,2,4,2,4,87.86
7,5,4,2,2,4,8,2,7,4,7,7,6,5,3,3,6,6,6,6,89.14
5,2,3,7,5,7,6,5,6,6,3,3,8,8,6,5,3,2,2,2,88.36
8,6,3,2,6,8,8,7,2,6,5,6,7,7,7,8,8,4,8,4,90.78
8,5,2,2,7,7,3,8,8,8,4,6,2,4,5,6,8,3,5,6,89.32
8,2,4,7,7,8,8,5,2,6,5,3,6,2,8,8,6,3,5,3,88.48
7,2,8,3,2,2,8,5,5,5,6,6,3,4,4,2,3,6,7,4,89.60000000000001
7,8,2,3,3,8,8,3,5,8,6,4,3,2,5,4,5,6,5,8,89.78
8,6,3,6,5,7,6,4,8,4,7,5,4,5,7,8,8,4,4,3,90.52
5,2,4,3,7,7,4,7,2,2,2,8,7,2,5,3,5,7,8,5,88.26
3,5,7,8,5,5,8,6,6,4,5,5,8,7,5,7,8,2,6,3,89.52
5,8,8,6,5,4,5,3,5,6,8,3,4,3,6,2,6,7,6,7,89.74
7,8,5,4,6,4,3,2,3,4,6,8,5,4,3,5,3,2,3,7,89.36
3,8,5,5,4,4,5,5,4,6,7,7,7,2,3,2,3,4,2,2,88.96
8,4,3,3,8,2,6,4,7,3,7,5,2,4,2,6,3,7,2,3,88.74
2,4,8,6,4,2,7,4,8,7,6,6,8,2,4,3,2,6,4,7,87.94
7,6,5,6,3,6,8,8,6,8,7,4,6,8,8,4,8,7,3,3,90.78
3,3,5,8,5,8,7,5,4,7,7,3,3,7,8,7,5,7,5,7,90.7
5,5,4,7,6,2,5,3,8,7,5,6,7,5,8,2,5,3,8,8,90.16
5,3,4,7,4,3,5,4,5,3,4,2,5,6,6,2,6,7,2,4,90.25999999999999
2,4,6,2,5,2,5,3,4,8,8,4,7,4,4,8,2,6,5,7,89.60000000000001
5,2,7,3,2,2,7,8,7,4,6,6,7,2,5,4,3,8,5,7,88.7
4,5,6,8,5,8,3,8,5,5,2,8,3,3,3,6,8,5,5,2,90.18
4,8,2,6,8,6,3,8,4,7,3,2,6,7,2,6,4,5,4,6,89.22
8,8,3,6,2,3,8,2,4,7,6,5,2,5,6,2,5,2,4,7,89.02
7,6,6,3,5,2,8,6,8,4,4,6,3,4,4,2,8,8,4,5,90.14
5,7,3,7,5,3,4,5,3,4,6,2,5,6,6,3,5,8,3,8,89.94
6,2,8,5,5,5,7,5,7,5,7,4,2,7,7,8,3,3,6,2,89.48
6,6,6,7,3,7,3,2,3,8,7,6,5,8,2,5,3,7,6,6,89.62
6,3,4,4,2,8,8,4,3,3,3,2,5,4,8,8,3,3,3,3,89.36
2,6,3,4,5,3,6,5,5,8,6,2,8,6,4,8,7,7,5,6,90.32
2,5,4,3,8,3,3,4,7,6,6,3,7,2,8,3,7,2,6,5,89.53999999999999
5,6,7,8,2,7,3,6,3,8,5,8,6,5,2,3,8,6,2,4,89.92
2,8,4,4,2,3,6,5,5,4,7,2,3,8,8,8,3,8,3,3,89.75999999999999
4,8,7,6,5,8,4,4,5,4,7,5,2,3,4,4,5,4,7,8,90.5
5,8,8,7,5,8,5,6,4,5,7,6,6,2,3,3,3,5,7,8,90.10000000000001
5,8,3,4,4,5,5,5,2,2,3,6,8,3,2,2,7,8,6,6,89.3
2,6,8,5,3,6,2,7,6,2,7,3,7,5,5,6,8,5,2,2,87.98
5,4,3,7,5,3,3,3,7,5,5,3,2,4,4,2,2,3,2,5,88.72
8,8,6,8,8,6,3,7,6,2,8,3,5,3,3,3,3,7,8,4,89.68
3,8,7,4,6,2,7,5,2,8,5,3,8,2,3,8,6,7,6,5,89.58
2,5,7,6,8,4,7,7,7,8,8,3,2,8,6,7,8,8,5,6,90.02
8,7,6,6,7,5,2,2,2,3,7,4,3,2,8,3,2,7,2,7,87.38
3,3,8,5,3,3,8,2,3,6,5,7,4,5,8,6,4,5,4,6,88.66000000000001
7,5,8,8,8,5,3,8,5,3,2,4,8,2,2,3,7,5,4,8,90.08
4,8,8,6,6,6,2,7,6,6,3,3,3,7,5,2,6,3,7,7,88.72
6,8,3,4,3,4,8,3,5,6,3,3,5,2,6,6,3,8,6,6,90.38000000000001
7,4,4,3,5,6,7,5,6,4,6,2,8,4,7,7,3,4,3,6,90.12
8,7,5,7,7,4,5,8,3,3,5,5,8,6,3,5,2,8,3,2,89.68
3,4,5,3,8,6,2,5,7,8,5,6,7,7,2,4,5,2,8,3,89.4
6,5,7,5,6,5,7,4,6,6,7,8,6,8,4,8,2,3,3,5,90.25999999999999
4,3,4,5,4,2,8,4,5,6,3,6,7,6,5,2,8,6,2,5,88.96
4,2,5,2,7,7,5,2,7,7,8,8,3,3,7,2,6,2,5,2,89.32
5,8,6,7,4,8,8,4,7,8,4,6,7,3,3,4,3,5,3,7,90.32
3,5,3,3,4,8,7,6,4,4,8,4,5,3,8,2,3,8,5,5,88.78
7,2,8,2,3,5,5,3,4,5,4,5,2,4,3,4,7,8,5,4,88.94
5,3,4,4,8,7,4,8,5,6,4,3,4,5,5,3,4,8,7,6,90.8
8,8,7,2,6,4,3,4,4,2,4,3,8,5,6,5,5,5,4,7,90.5
2,6,5,6,5,3,8,2,4,8,8,8,2,2,2,3,5,3,3,5,87.88
6,8,7,6,2,4,8,2,4,4,6,6,5,6,7,7,3,7,7,7,88.6
6,3,6,8,7,2,5,2,6,6,7,3,3,5,2,2,5,7,3,8,88.34
6,4,5,6,7,4,6,8,6,7,5,4,7,3,8,8,6,3,3,6,91.0
5,2,4,8,5,3,3,6,7,2,2,4,2,3,2,8,4,7,8,6,88.26
7,3,8,5,3,3,7,6,7,7,5,3,7,7,6,4,3,7,8,8,90.75999999999999
3,8,5,5,7,6,5,7,3,7,8,7,8,4,3,8,6,6,4,6,91.24
2,6,2,6,5,8,5,2,8,3,4,3,6,8,2,8,8,2,8,4,88.22
6,8,6,6,2,5,8,2,6,7,4,7,7,7,5,2,3,3,3,4,89.1
5,8,4,2,6,2,5,6,4,8,3,4,8,4,8,7,8,8,3,6,90.34
5,8,3,7,6,5,5,4,8,6,3,7,3,6,4,8,4,2,7,8,89.86
4,6,6,2,8,7,4,3,6,5,2,4,2,4,4,2,5,3,7,6,89.24
5,3,4,3,3,7,2,8,4,6,7,3,4,8,2,6,6,7,4,5,89.60000000000001
7,4,3,7,5,7,3,6,5,3,6,4,5,7,4,4,7,6,7,6,90.92
3,4,6,8,4,2,2,5,5,2,6,3,2,8,3,5,5,2,6,8,88.88000000000001
5,8,5,2,3,3,4,8,8,8,7,5,4,3,8,4,5,2,3,2,90.66
5,4,5,8,2,2,7,4,3,5,3,4,4,5,2,3,7,6,8,2,88.53999999999999
5,8,7,5,5,7,4,8,4,4,7,4,7,6,4,3,7,6,3,2,90.38000000000001
2,3,7,7,5,5,3,7,5,5,7,7,3,8,4,8,6,4,8,5,89.38000000000001
5,3,4,2,5,3,6,6,5,4,6,7,8,2,8,4,7,7,7,3,90.12
6,8,2,5,3,6,6,5,5,8,6,4,5,6,7,5,8,4,2,4,89.72
4,5,4,2,2,7,5,4,8,8,8,2,4,6,4,3,3,4,4,8,88.86
2,4,3,2,3,3,4,6,2,4,5,7,2,7,4,8,5,5,2,8,88.75999999999999
5,4,7,3,3,8,7,2,2,4,3,8,6,2,2,4,5,8,3,5,88.62
2,2,3,8,8,4,3,7,7,7,2,2,3,6,2,6,7,5,7,8,88.74
7,6,5,3,6,2,8,3,6,5,6,6,7,4,8,8,4,2,2,7,90.28
2,2,4,7,5,6,7,3,2,3,3,3,5,8,2,4,6,6,2,4,88.8
6,8,8,6,4,2,7,5,6,4,4,3,8,5,4,8,6,2,3,2,90.60000000000001
5,8,2,2,4,6,5,2,6,2,3,3,7,5,6,4,4,4,5,4,89.46000000000001
4,4,6,4,5,5,8,6,3,7,3,3,8,8,6,7,3,6,3,7,89.60000000000001
2,4,5,7,4,3,5,6,4,8,3,4,5,2,6,3,3,6,4,8,89.46000000000001
7,5,3,2,6,8,5,4,6,4,4,3,5,5,5,4,6,2,2,5,89.34
6,5,6,8,4,7,6,5,6,7,7,7,2,3,7,2,7,7,8,3,90.38000000000001
5,2,4,8,2,8,8,6,5,2,3,2,8,7,5,6,8,8,2,7,88.5
2,5,6,3,2,2,5,3,8,4,6,6,7,8,6,6,3,4,2,4,88.92
3,7,4,7,5,6,5,7,5,2,2,7,8,2,3,6,7,4,5,7,88.94
8,4,3,3,7,3,7,4,5,7,6,2,4,5,6,2,6,5,6,6,89.8
7,5,7,7,2,7,3,5,5,4,6,5,5,7,7,2,3,7,8,7,90.02
8,2,4,6,5,4,7,8,5,2,2,7,2,3,6,3,7,7,5,8,89.1
3,7,2,2,3,3,4,7,8,7,2,2,7,6,6,8,4,3,8,7,88.64
2,5,6,2,6,2,5,8,6,2,3,6,2,5,2,4,3,5,8,3,89.24
7,6,3,5,5,4,8,7,4,7,6,6,2,8,4,3,3,2,4,5,89.68
7,6,8,3,3,2,3,8,3,2,7,5,6,2,3,8,8,4,3,5,89.14
3,3,7,5,6,8,6,6,7,3,8,8,3,5,6,2,6,3,2,3,90.62
7,3,5,7,7,7,8,2,2,5,3,4,4,8,7,5,7,5,2,8,89.86
7,6,4,8,4,7,6,8,5,4,5,4,2,2,2,2,7,5,2,8,89.48
2,7,8,5,5,5,5,3,4,2,5,7,2,3,8,5,8,5,2,3,88.34
3,4,3,5,7,7,5,8,2,6,2,6,8,4,2,8,3,3,3,3,87.6
8,8,5,5,6,5,4,4,8,4,6,5,4,7,4,6,2,6,5,2,90.38000000000001
6,2,6,5,6,8,3,5,2,4,3,2,7,8,4,2,3,4,8,2,89.3
6,5,2,8,3,5,5,4,2,8,4,2,4,2,4,7,8,7,3,2,89.22
4,7,7,7,4,2,7,7,6,4,8,7,4,2,4,3,3,8,4,8,90.52
7,5,6,5,3,7,8,2,7,5,4,4,3,8,6,6,6,6,5,4,89.4
8,4,8,8,2,7,5,8,5,3,8,4,7,7,5,4,4,4,7,7,89.98
7,3,3,6,8,5,4,2,3,7,8,5,5,5,3,2,6,4,7,8,90.24
8,2,4,5,8,7,6,4,6,2,3,5,6,8,6,6,5,3,5,7,89.72
7,5,8,6,2,3,6,7,3,2,4,7,5,7,8,4,4,4,7,2,90.08
8,3,3,5,5,8,2,7,7,6,2,3,3,5,2,3,7,2,8,8,87.66000000000001
3,8,3,6,3,4,8,5,2,6,4,3,3,6,6,8,4,7,8,2,89.88000000000001
4,5,8,6,5,5,3,3,8,7,6,3,6,6,7,4,5,3,5,4,90.56
6,6,8,3,4,4,8,2,8,6,2,3,2,4,7,3,4,3,8,3,88.52
2,4,8,4,3,6,5,3,7,8,3,2,5,5,2,5,8,6,7,6,89.02
7,7,3,5,8,2,5,8,2,4,2,7,4,5,2,8,2,7,6,5,88.48
7,2,2,2,8,6,5,4,3,7,2,6,5,3,3,8,5,5,3,2,89.2
8,8,5,3,7,8,4,4,7,2,7,5,2,2,5,4,5,7,3,8,90.22
8,4,7,6,4,6,8,4,8,4,4,3,8,6,3,6,6,6,7,5,90.28
6,5,4,3,3,4,8,3,8,7,3,4,6,6,3,3,4,3,7,5,89.56
4,8,2,3,2,6,3,3,7,7,8,8,7,7,7,5,8,3,3,4,90.0
4,2,2,7,5,8,4,8,3,2,2,3,3,3,8,3,2,4,7,6,87.36
5,2,8,5,2,2,2,5,4,8,6,6,5,4,6,7,3,3,3,3,88.3
5,6,2,5,3,8,7,3,7,5,2,6,7,6,8,3,3,8,6,4,89.1
6,2,7,6,4,4,6,7,7,4,6,5,5,2,3,3,7,2,4,4,88.98
3,7,4,6,3,8,6,6,5,7,3,5,2,3,8,7,5,8,5,2,89.64
5,2,8,7,4,3,6,4,4,6,3,2,4,7,3,7,6,5,2,8,88.86
5,3,8,3,2,8,4,8,5,7,8,4,2,2,4,7,2,6,6,4,89.28
3,6,5,2,6,6,7,3,4,3,3,6,3,3,3,5,8,6,5,4,89.62
4,7,3,3,3,6,8,5,7,5,8,5,4,2,3,2,3,7,2,7,88.78
4,4,3,4,4,6,8,4,4,3,3,4,7,4,8,6,5,6,2,2,89.26
8,2,6,5,7,8,2,3,5,5,7,8,4,4,3,7,7,3,8,5,88.8
4,5,5,2,7,2,2,7,4,5,8,2,3,7,6,7,8,6,4,4,90.25999999999999
5,2,6,3,6,3,7,7,4,8,2,7,6,2,2,8,6,3,4,6,88.36
2,3,3,4,2,2,8,6,5,7,6,2,6,6,4,6,4,4,2,8,89.18
3,6,5,2,3,5,7,7,2,3,5,8,7,3,3,4,4,8,5,4,90.24
2,7,7,4,4,3,3,3,8,2,8,3,8,7,8,6,3,6,5,5,88.9
3,4,6,6,4,7,8,2,4,6,3,3,4,3,6,6,5,8,2,2,89.24
2,7,3,7,6,3,2,7,4,4,4,7,5,2,3,7,6,6,6,2,87.92
3,5,7,3,8,8,3,3,5,3,8,3,2,5,3,3,6,4,4,8,89.92
3,8,4,2,6,4,5,6,5,4,2,3,4,7,2,4,6,2,7,5,89.0
3,7,3,2,8,8,3,2,8,5,8,3,2,7,5,8,2,4,7,7,88.2
6,3,6,4,7,7,5,5,2,5,6,7,4,5,3,8,8,6,4,6,90.42
3,7,5,4,4,2,3,7,5,5,2,4,7,5,8,4,4,7,5,3,90.0
7,5,5,3,7,3,8,3,4,5,2,6,2,3,8,3,3,8,4,6,90.14
5,2,7,8,4,8,3,2,4,4,8,5,5,8,8,6,7,2,2,7,88.66000000000001
8,4,6,5,6,4,2,4,7,2,3,8,3,4,5,4,6,3,8,4,89.82
4,8,3,6,2,5,2,2,2,7,6,3,5,4,5,6,2,3,7,6,88.44
4,7,3,6,7,8,3,8,3,8,5,5,8,3,7,2,4,3,6,2,89.0
4,8,7,7,3,7,2,4,5,6,5,8,7,3,5,2,5,3,6,2,89.56
5,4,4,8,5,6,6,5,3,5,4,4,5,8,4,2,6,7,3,8,90.25999999999999
3,7,3,3,3,8,6,3,8,3,3,2,5,6,8,2,8,5,5,8,89.26
2,5,3,2,4,8,8,6,7,2,6,8,8,4,3,7,5,5,3,3,89.12
5,5,6,2,7,6,3,8,8,6,6,5,7,5,2,2,2,8,3,4,88.46000000000001
2,5,4,8,5,2,6,4,6,2,2,3,7,3,2,3,8,5,5,8,87.53999999999999
5,3,4,2,3,5,5,8,7,3,8,4,4,3,7,3,4,4,6,6,89.48
2,6,2,8,3,2,5,5,8,4,7,2,8,7,8,3,8,5,6,3,87.46000000000001
3,8,2,8,7,7,5,4,3,6,8,3,2,4,4,2,4,2,6,2,88.78
5,6,6,3,2,2,7,2,5,4,2,3,5,2,6,5,2,7,7,8,88.2
6,2,4,5,2,8,5,3,7,3,4,7,5,8,4,7,2,8,7,7,88.52
4,7,6,4,3,5,6,8,6,4,6,6,2,8,4,8,5,7,3,5,90.22
8,7,3,3,2,6,8,2,5,2,4,8,3,4,5,2,2,5,8,8,88.22
3,7,3,4,2,6,3,6,2,5,6,3,7,6,4,5,2,7,3,6,87.52
7,7,2,7,5,2,7,2,6,8,8,2,3,3,6,6,2,3,8,5,88.38000000000001
8,2,6,5,4,7,5,3,7,5,6,2,5,8,6,2,3,8,6,8,89.36
7,7,4,2,7,7,8,6,4,6,3,6,7,6,8,7,8,6,2,3,91.22
2,6,6,6,4,4,2,4,8,3,5,8,6,7,4,3,4,4,4,2,90.28
2,2,4,2,3,6,3,7,6,5,2,5,3,5,4,2,4,6,7,6,88.6
6,8,2,3,6,5,7,2,3,4,2,3,6,4,7,6,3,6,6,3,89.86
7,3,7,7,4,7,7,3,2,8,6,4,6,6,3,3,3,6,3,6,89.74
5,6,4,7,4,4,6,5,8,8,8,5,3,5,4,6,8,7,3,3,90.97999999999999
3,2,7,2,3,7,8,3,8,8,8,5,6,2,6,2,2,2,7,2,88.34
8,2,5,5,3,3,2,8,5,7,8,2,5,2,3,5,4,5,4,8,88.78
3,8,2,7,2,6,8,5,3,7,4,6,3,4,6,3,2,5,7,5,89.28
8,8,5,6,3,7,4,5,8,5,3,6,4,8,7,2,8,4,7,8,90.68
5,4,5,7,8,5,4,8,8,4,7,7,6,7,3,2,3,4,8,6,89.84
2,7,7,8,5,3,3,5,4,6,3,8,5,7,7,7,7,5,5,3,89.86
4,4,2,6,6,5,5,7,3,4,5,2,3,4,3,7,8,4,7,5,88.75999999999999
4,7,7,8,7,6,5,7,6,5,4,8,7,5,5,7,3,5,7,6,90.38000000000001
4,7,6,8,8,2,3,4,3,3,3,2,6,2,2,7,4,6,2,5,88.72
7,8,6,2,6,4,6,6,2,2,4,7,5,6,6,3,4,4,8,4,88.72
4,4,6,8,4,4,7,4,7,6,2,4,6,3,3,4,2,4,6,8,88.8
4,6,4,4,3,2,7,7,4,4,7,2,4,7,6,5,8,6,3,8,89.62
8,4,8,6,7,5,8,8,2,5,8,7,3,6,2,4,6,5,3,8,90.52
4,3,5,8,2,7,4,5,2,3,7,3,6,4,2,4,8,5,4,3,89.06
8,2,3,2,5,7,6,6,5,8,5,5,2,8,6,6,7,6,5,3,89.42
3,4,4,8,5,5,2,5,7,5,4,6,6,4,4,8,7,7,8,7,90.53999999999999
4,3,8,3,7,3,8,5,7,4,2,5,2,3,6,5,3,6,8,5,89.66
4,6,4,5,6,7,7,3,6,4,6,6,4,7,7,2,5,5,4,5,90.3
6,2,2,8,4,4,7,6,5,2,4,8,2,7,6,3,3,3,2,6,88.7
2,7,4,7,7,7,8,6,3,4,4,4,6,8,7,5,3,3,6,4,90.46
4,5,8,4,4,2,7,5,6,6,6,5,6,7,8,6,7,7,4,6,90.53999999999999
4,3,6,6,8,7,5,2,8,6,4,6,8,5,5,6,4,2,6,6,89.88000000000001
4,5,4,4,6,7,5,5,2,3,3,7,5,8,2,4,2,4,8,7,88.2
2,6,8,4,4,3,4,7,5,5,7,6,8,3,3,6,6,5,8,8,90.10000000000001
6,8,4,6,8,8,3,3,6,6,6,4,4,8,7,3,5,2,4,5,89.38000000000001
4,7,2,5,5,7,2,5,7,5,7,2,4,4,4,8,5,7,4,2,88.74
3,8,5,7,4,7,2,4,4,4,2,7,2,5,8,8,7,4,8,8,89.3
2,8,2,4,3,7,2,4,7,7,7,8,8,8,2,3,6,5,5,4,88.02
7,2,4,2,3,6,2,7,2,5,8,6,8,4,7,6,6,7,4,7,89.5
6,6,4,6,6,4,6,4,7,8,8,3,4,2,6,3,2,8,7,6,89.72
4,4,2,4,7,2,5,5,8,7,2,2,8,2,3,8,2,6,4,2,87.68
3,5,5,8,5,4,6,6,5,7,4,4,5,7,2,5,5,4,3,3,90.12
6,6,8,8,8,7,8,6,3,5,2,4,5,3,2,2,3,8,2,3,88.78
2,6,3,7,2,6,5,3,8,2,6,6,6,3,6,6,5,5,6,7,89.14
6,3,2,6,4,5,7,3,6,4,3,6,5,6,6,7,5,3,4,6,89.2
6,4,4,4,2,7,8,4,7,3,8,6,6,8,6,6,2,5,2,8,88.72
2,7,7,3,2,6,7,2,3,3,8,2,3,5,4,5,3,2,5,4,87.38
6,8,4,6,4,4,8,3,8,4,8,4,3,2,8,6,3,5,2,5,89.78
5,7,4,8,8,6,7,7,4,2,8,4,7,3,4,6,4,8,3,4,88.88000000000001
5,5,7,7,2,2,8,8,6,3,4,3,6,4,4,6,6,4,3,4,90.12
6,2,6,7,6,4,7,3,7,2,4,5,7,4,6,4,6,4,6,3,89.3
7,7,4,6,4,6,3,8,7,7,5,3,6,6,4,6,2,3,4,7,90.25999999999999
5,5,8,6,4,3,6,2,3,3,3,3,2,4,6,7,2,2,6,5,88.84
6,7,2,5,8,7,3,4,6,7,5,4,3,2,2,5,3,5,6,5,88.48
8,5,8,4,6,5,3,2,3,2,3,4,4,8,8,4,8,8,7,4,88.75999999999999
7,5,7,5,7,4,4,4,7,2,8,8,2,4,3,6,6,3,8,3,89.94
7,3,6,5,3,7,6,4,8,3,4,3,7,2,3,8,8,4,5,4,89.56
7,8,4,4,7,2,8,2,7,8,4,4,8,3,5,6,7,8,6,6,90.62
6,2,6,6,5,4,5,5,2,5,7,6,6,7,3,2,2,8,6,4,89.34
7,6,3,7,2,4,8,6,5,5,5,6,4,2,6,6,5,3,7,4,89.98
7,3,3,4,7,7,3,6,8,5,7,3,8,6,4,8,8,6,2,7,88.74
4,8,3,2,4,8,6,2,2,4,2,8,3,5,4,5,6,4,8,4,89.56
7,4,2,7,7,3,8,6,7,2,6,7,5,8,5,3,2,8,2,2,88.74
2,2,8,3,3,6,7,5,2,2,6,6,2,6,2,6,5,6,6,8,87.8
7,6,7,4,2,3,8,8,3,2,7,8,4,6,3,2,2,7,4,4,88.53999999999999
6,2,4,2,3,5,3,5,6,2,2,5,4,6,2,5,8,3,8,3,88.02
7,8,3,5,2,2,8,4,5,2,8,2,5,2,4,6,6,4,7,3,89.92
7,3,3,7,8,4,2,7,2,3,8,4,6,2,7,2,6,7,8,6,88.94
7,7,3,6,8,4,6,2,3,6,7,3,3,8,5,3,7,8,6,4,90.0
7,3,4,3,6,2,8,5,3,2,4,5,8,5,3,2,7,8,2,6,87.7
5,8,3,8,8,3,2,8,6,5,7,6,5,6,5,8,3,2,3,2,89.56
2,7,3,7,3,4,3,6,3,2,6,4,4,4,6,4,7,5,7,7,89.7
2,8,4,7,3,3,8,2,2,3,2,7,8,3,5,2,8,6,4,4,87.94
2,5,5,3,3,6,4,8,6,4,4,8,4,4,3,3,6,5,7,6,89.8
8,4,6,3,7,4,2,6,8,2,6,2,4,3,4,4,5,5,2,8,89.02
3,8,6,7,2,7,2,3,6,3,2,8,7,4,4,8,7,6,2,3,89.38000000000001
6,8,8,8,6,4,8,8,8,6,3,4,3,7,4,5,4,3,5,2,90.86
3,6,4,6,5,3,8,3,2,5,7,7,8,2,7,3,7,8,8,3,89.84
3,5,8,8,5,8,7,6,2,2,8,5,7,5,7,5,6,8,6,4,90.22
8,5,7,2,2,7,4,7,4,2,6,5,6,8,7,7,7,4,3,2,89.12
5,5,5,7,5,5,7,3,7,2,7,7,7,5,6,8,4,4,8,5,89.9
8,5,5,7,2,8,7,7,7,7,8,6,7,5,4,6,6,3,3,4,90.25999999999999
4,8,4,5,2,4,4,2,6,7,2,2,3,8,5,2,4,8,5,3,89.18
7,2,8,8,2,8,4,7,5,7,5,6,6,3,4,6,5,7,6,7,89.44
4,8,5,5,5,2,2,5,8,2,5,6,7,6,7,3,3,6,5,5,90.7
4,4,7,5,2,4,3,6,4,4,8,3,6,4,8,6,4,4,7,6,89.9
2,3,5,3,8,4,4,2,2,5,5,3,6,5,4,3,4,5,6,6,89.22
2,7,3,6,3,7,6,2,4,7,5,5,2,3,5,2,5,5,7,4,87.36
5,7,2,7,2,7,6,8,5,3,6,3,6,4,7,4,7,4,5,3,88.64
8,6,5,6,2,4,3,5,4,8,2,5,6,7,3,3,2,4,4,5,88.38000000000001
3,6,5,3,2,5,2,5,7,5,8,5,6,2,4,4,7,8,5,4,89.18
5,3,5,7,4,4,3,3,6,5,8,4,3,3,6,6,5,5,3,4,90.75999999999999
7,4,3,5,4,3,5,6,4,2,3,3,6,2,6,7,2,2,8,6,89.22
2,6,6,8,7,6,2,4,6,8,5,5,5,4,5,3,8,5,8,7,90.68
6,6,3,2,5,8,6,4,6,7,3,2,8,3,5,3,5,3,3,6,89.58
5,7,7,2,8,3,8,7,2,8,2,6,4,5,5,2,3,6,8,4,88.96
7,2,6,8,8,4,3,7,2,6,5,5,4,5,6,2,2,3,2,2,88.26
3,5,2,3,8,4,3,8,7,4,6,3,2,8,5,5,6,3,5,2,89.12
2,4,2,8,8,3,5,6,4,4,2,3,5,7,4,4,3,2,7,3,89.60000000000001
6,2,8,6,5,4,4,7,7,8,4,6,4,5,6,5,2,6,2,5,89.48
6,6,4,7,8,3,3,4,6,4,2,3,4,6,2,8,4,6,7,7,89.36
6,8,7,4,3,2,5,2,3,5,2,4,6,8,3,5,5,2,4,3,89.03999999999999
6,6,2,7,7,5,2,5,4,5,6,8,3,3,5,4,3,3,6,8,88.52
3,7,7,8,4,5,5,5,8,4,7,6,5,7,7,7,6,5,4,4,91.0
6,2,4,7,2,5,7,3,5,5,7,4,5,4,4,5,2,2,3,3,88.14
4,2,5,6,5,5,3,6,6,7,4,2,5,6,2,3,7,7,3,5,88.82
8,4,5,2,3,6,7,3,8,4,6,8,7,3,2,7,3,8,2,2,90.0
8,7,7,5,5,5,3,7,5,7,2,4,6,2,5,6,8,8,2,6,89.82
7,2,5,3,5,2,4,7,8,3,2,6,7,8,6,7,7,6,5,8,90.12
3,2,3,8,4,5,2,3,4,5,5,4,5,5,8,8,2,2,3,7,87.18
6,6,5,3,7,7,7,7,4,3,3,4,2,5,6,2,4,3,5,5,90.42
8,4,7,3,5,5,7,4,7,7,5,3,5,8,3,3,2,8,5,7,90.02
